,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
4586,Hyundai Santro Xing GLS,Hyundai,Chennai,2009,136642,Petrol,Manual,Second,1086,62.1,5,17.92,1.55
4587,Hyundai Santro Xing GLS,Hyundai,Hyderabad,2011,60000,Petrol,Manual,First,1086,62.1,5,17.92,2.59
4588,Mahindra Scorpio SLX,Mahindra,Chennai,2008,100000,Diesel,Manual,Second,2609,120,8,12.7,4
4589,Honda City i-VTEC S,Honda,Jaipur,2010,48689,Petrol,Manual,First,1497,117.3,5,17.4,3.87
4590,Maruti Vitara Brezza ZDi,Maruti,Bangalore,2017,45000,Diesel,Manual,First,1248,88.5,5,24.3,9.75
4591,Audi A4 35 TDI Technology Edition,Audi,Kochi,2019,38163,Diesel,Automatic,First,1968,174.33,5,17.11,32.91
4592,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Chennai,2011,43800,Diesel,Automatic,Second,2143,203,5,14.21,16.75
4593,Honda Civic 2006-2010 1.8 MT Sport,Honda,Jaipur,2007,92000,Petrol,Manual,First,1799,130,5,13.5,1.9
4594,Hyundai i20 Magna 1.2,Hyundai,Kochi,2017,14064,Petrol,Manual,First,1197,81.83,5,18.6,6.59
4595,Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2017,42366,Diesel,Automatic,First,1968,174.33,5,15.73,31.93
4596,Honda City i DTEC VX,Honda,Jaipur,2014,76551,Diesel,Manual,First,1498,98.6,5,25.1,7.25
4597,Hyundai i10 Era 1.1 iTech SE,Hyundai,Pune,2008,72672,Petrol,Manual,First,1086,68.05,5,19.81,1.9
4598,Maruti Swift VDI BSIV,Maruti,Kolkata,2015,45000,Diesel,Manual,First,1248,74,5,25.2,3.55
4599,Ford Endeavour 3.0L 4X4 AT,Ford,Hyderabad,2012,91696,Diesel,Automatic,First,2953,153.86,7,11.4,9.25
4600,Ford Ikon 1.3 Flair,Ford,Kochi,2009,66484,Petrol,Manual,First,1299,70,5,13.8,1.65
4601,BMW X1 sDrive 20d xLine,BMW,Coimbatore,2019,15456,Diesel,Automatic,First,1995,190,5,20.68,36.64
4602,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,MercedesBenz,Mumbai,2011,55000,Diesel,Automatic,Second,2143,203,5,14.21,16
4603,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2019,21112,CNG,Manual,First,1196,73,5,15.1,5.38
4605,Honda Amaze S i-Dtech,Honda,Ahmedabad,2014,61297,Diesel,Manual,First,1498,98.6,5,25.8,4.35
4606,Maruti Zen LXi - BS III,Maruti,Hyderabad,2006,80000,Petrol,Manual,Second,993,60,5,17.3,1.2
4607,Hyundai i20 Magna,Hyundai,Jaipur,2013,59000,Petrol,Manual,Second,1197,80,5,18.5,4.1
4608,BMW X5 3.0d,BMW,Chennai,2009,150000,Diesel,Automatic,First,2993,235,5,11,18.75
4609,Hyundai Creta 1.6 CRDi SX Option,Hyundai,Coimbatore,2017,60083,Diesel,Manual,First,1582,126.2,5,19.67,13.78
4610,Maruti Swift Dzire LDI,Maruti,Kolkata,2016,85450,Diesel,Manual,First,1248,74,5,26.59,4
4611,Maruti Swift VDI,Maruti,Jaipur,2013,88000,Diesel,Manual,First,1248,74,5,22.9,4.33
4612,Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Kochi,2015,81828,Diesel,Manual,First,1186,73.97,5,24,5.43
4613,Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Mumbai,2016,18000,Petrol,Manual,First,1196,86.8,5,18.16,4.9
4614,BMW X5 X5 M,BMW,Chennai,2017,15000,Diesel,Automatic,First,2993,258,5,15.97,70
4615,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,MercedesBenz,Kolkata,2016,34000,Diesel,Automatic,First,2143,167.62,5,11.78,25.5
4616,Hyundai Grand i10 AT Asta,Hyundai,Ahmedabad,2015,46000,Petrol,Automatic,First,1197,82,5,18.9,5.1
4617,Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyderabad,2013,48158,Diesel,Manual,First,1582,126.32,5,22.32,6.7
4618,BMW 5 Series 525d Sedan,BMW,Hyderabad,2013,93000,Diesel,Automatic,First,2993,218,5,16.73,26.5
4619,Nissan Micra Diesel XV Premium,Nissan,Ahmedabad,2013,71007,Diesel,Manual,First,1461,63.1,5,23.08,3.9
4620,Maruti SX4 ZXI MT BSIV,Maruti,Pune,2010,63067,Petrol,Manual,Second,1586,103.3,5,15.5,2.7
4621,Tata Manza Aura Quadrajet BS IV,Tata,Hyderabad,2011,70259,Diesel,Manual,First,1248,88.8,5,21.12,2.95
4622,Audi A4 2.0 TDI Multitronic,Audi,Ahmedabad,2015,13000,Diesel,Automatic,First,1968,140,5,16.55,23
4623,Maruti Swift Ldi BSIV,Maruti,Pune,2009,140000,Diesel,Manual,Second,1248,75,5,17.8,2.49
4624,Maruti Swift LDI Optional,Maruti,Jaipur,2015,130000,Diesel,Manual,First,1248,74,5,25.2,4.5
4625,Toyota Corolla Altis Diesel D4DJ,Toyota,Delhi,2011,89401,Diesel,Manual,First,1364,87.2,5,21.43,4.5
4626,Honda Jazz 1.5 VX i DTEC,Honda,Hyderabad,2015,67000,Diesel,Manual,First,1498,98.6,5,27.3,6.9
4627,BMW 6 Series 650i Coupe,BMW,Kochi,2010,65329,Petrol,Automatic,First,4395,450,4,7.94,20.72
4628,Skoda Fabia 1.2 Petrol Active,Skoda,Jaipur,2010,72000,Petrol,Manual,First,1198,73.9,5,16.25,2.21
4629,Fiat Siena 1.2 ELX,Fiat,Jaipur,2001,70000,Petrol,Manual,Third,1242,74,5,0,0.55
4630,Land Rover Freelander 2 HSE,Land,Mumbai,2011,82000,Diesel,Automatic,Second,2179,187.74,5,12.35,13.9
4631,Ford Fiesta 1.6 ZXi Duratec,Ford,Pune,2010,85000,Petrol,Manual,First,1596,101,5,15.3,1.46
4632,Hyundai Verna SX CRDi AT,Hyundai,Pune,2012,83000,Diesel,Automatic,First,1582,126.32,5,19.08,6
4633,Renault KWID 1.0 RXT Optional,Renault,Jaipur,2016,26000,Petrol,Manual,First,999,67,5,21.7,3
4634,Tata Indica Vista Quadrajet 90 ZX Plus,Tata,Delhi,2012,27000,Diesel,Manual,First,1248,88.8,5,22.3,3.5
4635,Hyundai i20 Active 1.4 SX,Hyundai,Kochi,2018,37746,Diesel,Manual,First,1396,88.73,5,21.19,7.59
4636,Maruti SX4 Zxi BSIII,Maruti,Mumbai,2009,63274,Petrol,Manual,Second,1586,104.68,5,15,1.99
4637,Renault KWID RXT,Renault,Hyderabad,2016,25000,Petrol,Manual,First,799,53.3,5,25.17,3.8
4638,Mahindra Xylo E4 ABS BS III,Mahindra,Bangalore,2013,197000,Diesel,Manual,First,2498,112,7,11.68,4
4639,Hyundai EON D Lite Plus,Hyundai,Bangalore,2013,45010,Petrol,Manual,Second,814,55.2,5,21.1,2.95
4640,Honda Amaze VX i-DTEC,Honda,Delhi,2013,75348,Diesel,Manual,First,1498,98.6,5,25.8,3.75
4641,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Kolkata,2010,90110,Diesel,Manual,First,1199,73.9,5,22.07,2.5
4642,Honda City 1.5 V MT,Honda,Pune,2011,102013,Petrol,Manual,First,1497,118,5,17,3.75
4643,Toyota Fortuner 4x2 AT,Toyota,Pune,2015,36000,Diesel,Automatic,First,2982,168.5,7,12.55,22
4644,Honda Amaze E i-Vtech,Honda,Kochi,2017,37578,Petrol,Manual,First,1198,86.7,5,18,6.14
4645,BMW 1 Series 118d Base,BMW,Pune,2015,46001,Diesel,Automatic,First,1995,143,5,20.58,16
4646,Maruti Celerio VXI AT,Maruti,Hyderabad,2014,46559,Petrol,Automatic,First,998,67.04,5,23.1,3.75
4647,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Mumbai,2015,48000,Diesel,Manual,First,2494,100.6,8,12.99,11.75
4648,Jaguar XF 2.2 Litre Luxury,Jaguar,Pune,2013,46000,Diesel,Automatic,Second,2179,187.7,5,16.36,24
4649,Honda WRV i-VTEC VX,Honda,Hyderabad,2017,15000,Petrol,Manual,First,1199,88.7,5,17.5,8.9
4650,BMW X1 sDrive20d,BMW,Chennai,2012,85000,Diesel,Automatic,Third,1995,184,5,17.05,10
4651,Skoda Rapid 1.6 MPI AT Elegance,Skoda,Mumbai,2014,32000,Petrol,Automatic,First,1598,103.5,5,14.3,5.55
4652,Volkswagen Vento 1.6 Comfortline,Volkswagen,Kochi,2012,60818,Petrol,Manual,First,1598,103.5,5,16.09,3.59
4653,Ford EcoSport 1.5 TDCi Trend Plus BE,Ford,Coimbatore,2019,35188,Diesel,Manual,First,1498,98.59,5,22.77,11.13
4654,Mahindra XUV500 W6 2WD,Mahindra,Jaipur,2012,110000,Diesel,Manual,First,2179,140,7,15.1,7.2
4655,Ford Fiesta Classic 1.4 Duratorq LXI,Ford,Mumbai,2014,61000,Diesel,Manual,First,1388,67,5,18.6,2.98
4656,Hyundai Santro Xing GLS,Hyundai,Pune,2010,75000,Petrol,Manual,Second,1086,62.1,5,17.92,1.7
4657,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Delhi,2015,55000,Diesel,Automatic,First,2987,224,7,12,52
4658,Maruti Alto LXi BSII,Maruti,Pune,2003,69966,Petrol,Manual,First,796,46.3,5,19.7,0.95
4659,Honda City i VTEC VX Option,Honda,Mumbai,2016,42000,Petrol,Manual,First,1497,117.3,5,17.8,9.25
4660,Hyundai Santa Fe 2WD AT,Hyundai,Bangalore,2014,48000,Diesel,Automatic,First,2199,194.3,7,13.01,16.25
4661,Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Kolkata,2015,35000,Diesel,Automatic,First,2143,136,5,17.9,20.99
4662,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,128000,Diesel,Manual,Second,2494,102,8,12.8,4.25
4663,BMW 3 Series 320d Sedan,BMW,Bangalore,2008,78000,Diesel,Automatic,Second,1995,181,5,16.07,7.2
4664,Maruti Swift ZXI,Maruti,Hyderabad,2011,53080,Petrol,Manual,First,1197,85.8,5,18.6,4.4
4665,Volkswagen Vento Petrol Highline,Volkswagen,Pune,2011,66000,Petrol,Manual,Second,1598,103.6,5,15.04,4.25
4666,Maruti Ertiga VXI,Maruti,Ahmedabad,2012,25000,Petrol,Manual,First,1373,93.7,7,16.02,5.35
4667,Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2016,36139,Petrol,Automatic,Second,1197,82,5,18.9,6.3
4668,Hyundai Creta 1.6 CRDi SX,Hyundai,Delhi,2017,44000,Diesel,Manual,First,1582,126.2,5,19.67,12.5
4669,Audi A6 3.0 TDI quattro,Audi,Ahmedabad,2008,50000,Diesel,Automatic,Second,2967,241.38,5,16.77,7.5
4670,Mahindra XUV500 W8 1.99 mHawk,Mahindra,Delhi,2016,81177,Diesel,Manual,First,1997,140,7,16,11.25
4671,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Mumbai,2016,26000,Petrol,Automatic,First,1499,110.4,5,16.05,7.65
4672,Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,100000,Diesel,Manual,First,1120,71,5,24.4,4.5
4673,Volkswagen Vento 1.5 TDI Comfortline AT,Volkswagen,Hyderabad,2014,75000,Diesel,Automatic,First,1498,103.2,5,21.21,7.5
4674,Mercedes-Benz S-Class 280 AT,MercedesBenz,Kochi,2004,119859,Petrol,Automatic,First,2987,210,5,13,7.1
4675,Hyundai i10 Magna,Hyundai,Mumbai,2010,55980,Petrol,Manual,First,1197,78.9,5,20.36,2.25
4676,Audi A4 35 TDI Technology Edition,Audi,Hyderabad,2015,30000,Diesel,Automatic,First,1968,174.33,5,17.11,27
4677,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Pune,2012,49700,Diesel,Manual,Second,1396,88.76,5,21.9,4.18
4678,Hyundai Verna 1.4 EX,Hyundai,Chennai,2013,79000,Diesel,Manual,First,1396,88.7,5,23.5,6.5
4679,Honda City 1.5 V MT,Honda,Delhi,2010,65100,Petrol,Manual,First,1497,118,5,17,3.15
4680,Maruti Ertiga VDI,Maruti,Pune,2016,54161,Diesel,Manual,First,1248,88.5,7,25.47,7.64
4681,Maruti Alto LXi BSII,Maruti,Hyderabad,2011,28619,Petrol,Manual,First,796,46.3,5,19.7,2.4
4682,Maruti Wagon R AMT VXI,Maruti,Mumbai,2016,9000,Petrol,Automatic,First,998,67,5,20.51,4.25
4683,Hyundai Verna 1.6 CRDi AT SX,Hyundai,Kochi,2016,42876,Diesel,Automatic,First,1582,126.2,5,19.08,9.31
4684,Maruti Alto LXi BSIII,Maruti,Bangalore,2011,64000,Petrol,Manual,First,796,46.3,5,19.7,2.39
4685,Volkswagen Vento 1.6 Comfortline,Volkswagen,Kochi,2018,20488,Petrol,Manual,Second,1598,103.5,5,16.09,7.64
4686,Maruti Baleno Zeta 1.2,Maruti,Delhi,2016,21000,Petrol,Manual,First,1197,83.1,5,21.4,6.21
4687,Land Rover Freelander 2 TD4 SE,Land,Jaipur,2012,119203,Diesel,Automatic,First,2179,115,5,0,16.5
4688,Honda CR-V 2.0L 2WD AT,Honda,Kochi,2011,55987,Petrol,Automatic,First,1997,153.86,5,13.7,8.22
4689,Toyota Fortuner 2.8 2WD MT,Toyota,Coimbatore,2017,72668,Diesel,Manual,First,2755,174.5,7,14.24,28.85
4690,Honda City V AT,Honda,Mumbai,2015,32000,Petrol,Automatic,First,1497,116.3,5,15.6,8.5
4691,Mercedes-Benz SLK-Class 55 AMG,MercedesBenz,Bangalore,2014,3000,Petrol,Automatic,Second,5461,421,2,12,90
4692,Honda City i-VTEC S,Honda,Mumbai,2015,10400,Petrol,Manual,First,1497,117.3,5,17.4,6.51
4693,Maruti Swift VDI,Maruti,Mumbai,2013,35000,Diesel,Manual,First,1248,74,5,22.9,4.65
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Kochi,2013,55101,Petrol,Automatic,First,1794,138.1,5,14.53,8.4
4695,Toyota Etios Cross 1.4L VD,Toyota,Bangalore,2014,57464,Diesel,Manual,First,1364,67.06,5,23.59,5.75
4696,Maruti Wagon R LX,Maruti,Jaipur,2006,110000,Petrol,Manual,First,998,67.1,5,18.9,1.11
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,MercedesBenz,Mumbai,2014,72000,Petrol,Automatic,First,1991,184,5,12,17.25
4699,Jaguar XF Aero Sport Edition,Jaguar,Delhi,2012,16000,Diesel,Automatic,First,2179,187.7,5,16.36,32
4700,Hyundai i20 Sportz Petrol,Hyundai,Kochi,2011,62020,Petrol,Manual,First,1197,80,5,17,3.45
4701,Land Rover Freelander 2 SE,Land,Pune,2014,85000,Diesel,Automatic,Second,2179,147.51,5,12.39,23
4702,Hyundai Elite i20 Petrol Sportz,Hyundai,Kochi,2018,14223,Petrol,Manual,First,1197,81.86,5,18.6,7.32
4703,Honda Amaze S i-Vtech,Honda,Jaipur,2014,41210,Petrol,Manual,First,1198,86.7,5,18,4.4
4704,Mercedes-Benz M-Class ML 350 4Matic,MercedesBenz,Bangalore,2015,20000,Diesel,Automatic,First,2987,165,5,0,47.35
4705,Maruti Alto 800 VXI,Maruti,Coimbatore,2016,18043,Petrol,Manual,First,796,47.3,5,22.74,4.12
4706,Toyota Innova Crysta 2.8 ZX AT,Toyota,Chennai,2016,80000,Diesel,Automatic,First,2755,171.5,7,11.36,19.5
4707,Hyundai Grand i10 AT Asta,Hyundai,Hyderabad,2016,21000,Petrol,Automatic,First,1197,82,5,18.9,6.2
4708,BMW X3 xDrive30d M Sport,BMW,Bangalore,2016,49000,Diesel,Automatic,First,2993,258,5,16.55,45
4709,Maruti 1000 AC,Maruti,Hyderabad,1998,104000,Petrol,Manual,Second,970,74,5,15,0.85
4710,Hyundai i20 Magna,Hyundai,Chennai,2010,95000,Petrol,Manual,Second,1197,80,5,18.5,2.8
4711,Hyundai Grand i10 AT Asta,Hyundai,Pune,2015,32000,Petrol,Automatic,First,1197,82,5,18.9,4.8
4713,Ford Fiesta 1.5 TDCi Titanium,Ford,Hyderabad,2014,122800,Diesel,Manual,First,1498,89.75,5,25.01,5.65
4714,Mercedes-Benz E-Class 220 CDI,MercedesBenz,Ahmedabad,2011,78000,Diesel,Manual,Second,2148,74,5,15,14.5
4715,Maruti Swift Dzire VDI,Maruti,Ahmedabad,2015,69000,Diesel,Manual,First,1248,74,5,26.59,5.9
4716,Toyota Etios VXD,Toyota,Pune,2015,65000,Diesel,Manual,Second,1364,67.04,5,23.59,5
4717,Hyundai Xcent 1.2 Kappa Base,Hyundai,Ahmedabad,2015,23000,Petrol,Manual,First,1197,82,5,19.1,4.9
4718,Honda Civic 2006-2010 1.8 S MT,Honda,Ahmedabad,2009,70000,Petrol,Manual,First,1799,130,5,13.5,4.25
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Chennai,2014,250000,Diesel,Manual,First,2494,100.6,8,12.99,10.9
4720,Hyundai Accent GLE,Hyundai,Delhi,2012,56000,Petrol,Manual,First,1495,94,5,13.2,2.45
4721,Maruti Alto 800 LXI,Maruti,Pune,2013,30000,Petrol,Manual,First,796,47.3,5,22.74,2.5
4722,Mercedes-Benz SL-Class SL 500,MercedesBenz,Kolkata,2010,35000,Petrol,Automatic,First,5461,387.3,2,8.1,29.5
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Jaipur,2013,92250,Diesel,Manual,Second,1498,89.84,5,22.7,5.75
4724,Hyundai Xcent 1.2 VTVT E,Hyundai,Pune,2018,40000,Petrol,Manual,First,1197,81.86,5,20.14,5
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Skoda,Kochi,2014,96848,Petrol,Automatic,First,1598,103.6,5,14.3,4.62
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Audi,Delhi,2016,42000,Diesel,Automatic,First,1968,174.33,5,15.73,23.5
4727,Mahindra XUV500 W8 2WD,Mahindra,Kolkata,2013,55886,Diesel,Manual,First,2179,140,7,16,7.25
4728,Hyundai Verna VTVT 1.6 SX Option,Hyundai,Kochi,2019,12336,Petrol,Manual,First,1591,121.3,5,17,11.88
4729,Hyundai Verna Xi (Petrol),Hyundai,Chennai,2009,60000,Petrol,Manual,Third,1599,103.2,5,13.9,2.25
4730,Ford Ikon 1.6 CLXI,Ford,Pune,2003,83000,Petrol,Manual,Second,1597,92,5,14.2,0.85
4731,Nissan Micra Active XV,Nissan,Pune,2018,24000,Petrol,Manual,First,1198,67.04,5,19.69,4
4732,Honda Brio VX AT,Honda,Pune,2016,32198,Petrol,Automatic,First,1198,86.8,5,16.5,5.1
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Hyderabad,2014,92247,Diesel,Manual,First,2494,100.6,7,12.99,12.5
4734,Volkswagen Vento 1.5 TDI Highline,Volkswagen,Chennai,2011,121311,Diesel,Manual,First,1498,108.5,5,20.64,2.9
4735,Mahindra XUV500 W10 AWD,Mahindra,Coimbatore,2016,66296,Diesel,Manual,First,2179,140,7,16,15.96
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Mumbai,2015,41000,Petrol,Automatic,First,1197,82,5,16.9,5.45
4737,Ford Endeavour 2.2 Trend MT 4X4,Ford,Kochi,2017,38681,Diesel,Manual,First,2198,157.7,7,13.5,23.86
4738,Chevrolet Spark 1.0 LT,Chevrolet,Kochi,2008,43761,Petrol,Manual,First,995,62,5,18,1.75
4739,Maruti Ertiga SHVS VDI,Maruti,Hyderabad,2017,17400,Diesel,Manual,First,1248,88.5,7,24.52,9.75
4740,Honda Amaze S i-Dtech,Honda,Bangalore,2013,61510,Diesel,Manual,First,1498,98.6,5,25.8,4.75
4741,Honda City i VTEC S,Honda,Delhi,2014,60000,Petrol,Manual,First,1497,117.3,5,17.4,6.25
4742,Mini Cooper Countryman D,Mini,Bangalore,2014,35165,Diesel,Automatic,Second,1998,112,5,23.8,22
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Kochi,2016,41617,Petrol,Automatic,First,1794,138.1,5,14.53,14.14
4744,Hyundai Santro Xing XL eRLX Euro III,Hyundai,Kolkata,2005,45000,Petrol,Manual,First,1086,74,5,17,0.95
4745,Skoda Superb Elegance 1.8 TSI AT,Skoda,Delhi,2014,65000,Petrol,Automatic,First,1798,157.75,5,13.7,11.95
4746,Maruti Wagon R LXI BS IV,Maruti,Delhi,2011,68000,Petrol,Manual,First,998,67.1,5,18.9,2.5
4747,Hyundai i10 Era 1.1,Hyundai,Mumbai,2013,49000,Petrol,Manual,First,1086,68.05,5,19.81,2.75
4748,Tata Tiago 1.2 Revotron XT Option,Tata,Coimbatore,2019,16698,Petrol,Manual,First,1199,84,5,23.84,5.85
4749,Maruti Baleno Zeta 1.2,Maruti,Ahmedabad,2016,30965,Petrol,Manual,First,1197,83.1,5,21.4,6.25
4750,Volkswagen Vento 1.6 Highline,Volkswagen,Mumbai,2014,56058,Petrol,Manual,First,1598,103.2,5,15.04,4.95
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Pune,2017,15356,Petrol,Manual,First,1197,81.86,5,18.9,4.75
4752,Ford Figo Diesel EXI,Ford,Delhi,2013,54000,Diesel,Manual,First,1399,68.05,5,20,2.55
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Honda,Pune,2011,47000,Petrol,Automatic,Second,1799,130.3,5,13.9,4.5
4754,Maruti Alto 800 LXI,Maruti,Kochi,2015,21652,Petrol,Manual,First,796,47.3,5,22.74,3.01
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Land,Hyderabad,2016,52000,Diesel,Automatic,First,1999,177,5,15.68,42
4756,Audi A6 2.7 TDI,Audi,Kolkata,2010,35010,Diesel,Automatic,First,2698,179.5,5,12.4,11.5
4757,Mercedes-Benz E-Class 280 CDI,MercedesBenz,Hyderabad,2006,76662,Diesel,Automatic,First,2987,198.5,5,11,10.99
4758,Honda City 1.5 V AT Exclusive,Honda,Jaipur,2009,89000,Petrol,Automatic,First,1497,118,5,17,3.71
4759,Honda CR-V 2.4 4WD AT,Honda,Jaipur,2006,80000,Petrol,Automatic,Third,2354,152,5,10.1,2
4760,Maruti Ciaz 1.3 Alpha,Maruti,Kochi,2018,39023,Diesel,Manual,First,1248,88.5,5,28.09,9.48
4761,Maruti Wagon R LXI,Maruti,Jaipur,2004,62000,Petrol,Manual,Second,998,67.1,5,18.9,1.25
4762,Hyundai Creta 1.6 CRDi SX Option,Hyundai,Jaipur,2015,78046,Diesel,Manual,First,1582,126.2,5,19.67,10.9
4763,Maruti Ciaz VDi Plus SHVS,Maruti,Kolkata,2015,34400,Diesel,Manual,First,1248,88.5,5,28.09,5.5
4764,Hyundai EON D Lite Plus,Hyundai,Coimbatore,2016,64624,Petrol,Manual,First,814,55.2,5,21.1,3.71
4765,Maruti Ertiga VXI,Maruti,Mumbai,2014,69192,Petrol,Manual,First,1373,93.7,7,16.02,6.25
4766,Volkswagen Vento Diesel Highline,Volkswagen,Chennai,2012,55000,Diesel,Manual,First,1598,103.6,5,20.54,4.9
4767,Honda City 1.5 GXI,Honda,Mumbai,2005,81000,Petrol,Manual,Second,1493,100,5,12.8,1.1
4768,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Kochi,2016,36733,Petrol,Manual,First,1198,73.9,5,16.47,4.72
4769,Maruti Alto 800 2016-2019 CNG LXI,Maruti,Kochi,2017,24310,CNG,Manual,First,796,40.3,4,33.44,3.7
4770,Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Mumbai,2016,43022,Diesel,Automatic,First,2143,136,5,17.9,24.85
4771,Hyundai Santa Fe 4X2,Hyundai,Jaipur,2013,74000,Diesel,Manual,First,2199,194.3,7,14.66,12.25
4772,Maruti Swift VDI,Maruti,Kolkata,2014,47000,Diesel,Manual,First,1248,74,5,22.9,3.9
4773,Hyundai Elite i20 Sportz Plus,Hyundai,Kochi,2017,37460,Petrol,Manual,First,1197,81.86,5,18.6,6.28
4774,Mahindra Xylo E8 BS IV,Mahindra,Mumbai,2011,130000,Diesel,Manual,First,2498,112,8,14,2.75
4775,Hyundai Grand i10 Asta Option,Hyundai,Coimbatore,2017,31576,Petrol,Manual,First,1197,82,5,18.9,7.85
4776,Volkswagen Vento Petrol Highline,Volkswagen,Mumbai,2011,66000,Petrol,Manual,First,1598,103.6,5,15.04,2.95
4777,Honda Accord 2.4 A/T,Honda,Mumbai,2008,79000,Petrol,Automatic,Second,2354,177.6,5,11.7,4.85
4778,Mercedes-Benz S-Class S 350 d,MercedesBenz,Bangalore,2011,47140,Diesel,Automatic,Second,2925,281.61,5,13.5,30
4779,Mercedes-Benz B Class B200 CDI,MercedesBenz,Bangalore,2016,36610,Diesel,Automatic,First,2143,107.3,5,15,19.9
4780,Hyundai Creta 1.6 SX Option Diesel,Hyundai,Bangalore,2016,93000,Diesel,Manual,First,1582,126.2,5,20.5,10.8
4781,Maruti Alto LXI,Maruti,Hyderabad,2007,52195,Petrol,Manual,First,796,46.3,5,19.7,1.75
4782,Audi A3 35 TDI Premium,Audi,Mumbai,2016,20003,Diesel,Automatic,First,1968,143,5,20.38,19.25
4783,Renault Duster 85PS Diesel RxL,Renault,Delhi,2013,66314,Diesel,Manual,First,1461,83.8,5,19.87,5.5
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Ford,Chennai,2009,76000,Diesel,Manual,First,1399,68,5,17.8,2.75
4785,Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Bangalore,2015,29000,Diesel,Manual,First,1582,126.2,5,19.67,13
4786,Ford Figo Diesel ZXI,Ford,Mumbai,2011,30000,Diesel,Manual,First,1399,68,5,20,3.2
4787,Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Coimbatore,2013,56526,Petrol,Manual,First,1598,103.5,5,15.26,5.84
4788,Volvo V40 D3 R Design,Volvo,Hyderabad,2015,38000,Diesel,Automatic,Second,1969,150,5,16.8,24
4789,Hyundai Verna SX CRDi AT,Hyundai,Chennai,2012,41000,Diesel,Automatic,First,1582,126.32,5,19.08,6.25
4790,BMW 7 Series 2007-2012 730Ld,BMW,Hyderabad,2009,53000,Diesel,Automatic,First,2993,258,5,14.49,36
4791,Mitsubishi Lancer GLXD,Mitsubishi,Chennai,2003,125000,Diesel,Manual,Third,1998,68,5,14.8,3
4792,Toyota Fortuner 3.0 Diesel,Toyota,Chennai,2010,242000,Diesel,Manual,First,2982,171,7,11.5,11
4793,Maruti Ciaz VDi Plus,Maruti,Chennai,2015,90000,Diesel,Manual,First,1248,88.5,5,26.21,6.5
4794,Maruti Vitara Brezza VDi Option,Maruti,Hyderabad,2018,11000,Diesel,Manual,First,1248,88.5,5,24.3,9.4
4795,BMW 3 Series Luxury Line,BMW,Kochi,2018,21936,Diesel,Automatic,First,1995,190,5,21.76,37.92
4796,Volkswagen Vento Petrol Highline AT,Volkswagen,Pune,2013,41000,Petrol,Automatic,First,1598,103.6,5,14.4,5.25
4797,Hyundai i20 1.2 Asta,Hyundai,Chennai,2011,47000,Petrol,Manual,First,1197,80,5,17,4.5
4798,BMW X5 3.0d,BMW,Chennai,2009,110000,Diesel,Automatic,First,2993,235,5,11,18
4799,Hyundai Xcent 1.2 Kappa S,Hyundai,Coimbatore,2015,45960,Petrol,Manual,First,1197,82,5,19.1,5.56
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,MercedesBenz,Bangalore,2013,48000,Diesel,Automatic,First,2143,203,5,14.21,22
4801,Land Rover Freelander 2 SE,Land,Hyderabad,2011,68000,Diesel,Automatic,First,2179,147.51,5,12.39,22
